Name: Motor1
Unit: hp
date,Power
2020-04-17 00:19:47,0.0
2020-04-17 01:19:48,0.0
2020-04-17 02:19:48,0.0
2020-04-17 03:19:47,0.0
2020-04-17 04:19:47,0.0
2020-04-17 05:19:48,0.0
2020-04-17 06:19:48,0.0
2020-04-17 07:19:48,0.0
2020-04-17 08:19:48,0.0
2020-04-17 09:19:47,0.0
2020-04-17 10:19:49,0.0
2020-04-17 11:19:49,0.0
2020-04-17 12:19:49,0.0
2020-04-17 13:19:48,0.0
2020-04-17 14:19:48,0.0
2020-04-17 15:19:48,0.0
2020-04-17 16:19:49,0.0
2020-04-17 17:19:49,0.0
2020-04-17 18:19:48,0.0
2020-04-17 19:19:48,0.0
2020-04-17 20:19:50,0.0
2020-04-17 21:19:49,0.0
2020-04-17 22:19:49,0.0
2020-04-17 23:19:49,0.0
2020-04-18 00:19:49,0.0
2020-04-18 01:19:49,0.0
2020-04-18 02:19:49,0.0
2020-04-18 03:19:49,0.0
2020-04-18 04:19:49,0.0
2020-04-18 05:19:49,0.0
2020-04-18 06:19:49,0.0
2020-04-18 07:19:50,0.0
2020-04-18 08:19:49,0.0
2020-04-18 09:19:50,0.0
2020-04-18 10:19:50,0.0
2020-04-18 11:19:50,0.0
2020-04-18 12:19:49,0.0
2020-04-18 13:19:49,0.0
2020-04-18 14:19:48,0.0
2020-04-18 15:19:49,0.0
2020-04-18 16:19:50,0.0
2020-04-18 17:19:50,0.0
2020-04-18 18:19:49,0.0
2020-04-18 19:19:49,0.0
2020-04-18 20:19:51,0.0
2020-04-18 21:19:50,0.0
2020-04-18 22:19:51,0.0
2020-04-18 23:19:50,0.0
2020-04-19 00:19:50,0.0
2020-04-19 01:19:51,0.0
2020-04-19 02:19:52,0.0
2020-04-19 03:19:50,0.0
2020-04-19 04:19:51,0.0
2020-04-19 05:19:51,0.0
2020-04-19 06:19:51,0.0
2020-04-19 07:19:49,0.0
2020-04-19 08:19:50,0.0
2020-04-19 09:19:51,0.0
2020-04-19 10:19:51,0.0
2020-04-19 11:19:51,0.0
2020-04-19 12:19:52,0.0
2020-04-19 13:19:52,0.0
2020-04-19 14:19:51,0.0
2020-04-19 15:19:50,0.0
2020-04-19 16:19:51,0.0
2020-04-19 17:19:52,0.0
2020-04-19 18:19:51,0.0
2020-04-19 19:19:52,0.0
2020-04-19 20:19:52,0.0
2020-04-19 21:19:53,0.0
2020-04-19 22:19:52,0.0
2020-04-19 23:19:52,0.0
2020-04-20 00:19:52,0.0
2020-04-20 01:19:51,0.0
2020-04-20 02:19:52,0.0
2020-04-20 03:19:53,0.0
2020-04-20 04:19:51,0.0
2020-04-20 05:19:51,0.0
2020-04-20 06:19:53,0.0
2020-04-20 07:19:53,0.0
2020-04-20 08:19:53,0.0
2020-04-20 09:19:50,0.0
2020-04-20 10:19:52,0.0
2020-04-20 11:19:53,0.0
2020-04-20 12:19:53,0.0
2020-04-20 13:19:53,0.0
2020-04-20 14:19:52,0.0
2020-04-20 15:19:52,0.0
2020-04-20 16:19:52,0.0
2020-04-20 17:19:54,0.0
2020-04-20 18:19:54,0.0
2020-04-20 19:19:53,0.0
2020-04-20 20:19:53,0.0
2020-04-20 21:19:52,0.0
2020-04-20 22:19:53,0.0
2020-04-20 23:19:53,0.0
2020-04-21 00:19:53,0.0
2020-04-21 01:19:53,0.0
2020-04-21 02:19:54,0.0
2020-04-21 03:19:53,0.0
2020-04-21 04:19:53,0.0
2020-04-21 05:19:54,0.0
2020-04-21 06:19:53,0.0
2020-04-21 07:19:54,0.0
2020-04-21 08:19:53,0.0
2020-04-21 09:19:54,0.0
2020-04-21 10:19:53,0.0
2020-04-21 11:19:54,0.0
2020-04-21 12:19:54,0.0
2020-04-21 13:19:53,0.0
2020-04-21 14:19:54,0.0
2020-04-21 15:19:54,0.0
2020-04-21 16:19:54,0.0
2020-04-21 17:19:55,0.0
2020-04-21 18:19:54,0.0
2020-04-21 19:19:55,0.0
2020-04-21 20:19:52,0.0
2020-04-21 21:19:52,0.0
2020-04-21 22:19:54,0.0
2020-04-21 23:19:54,0.0
2020-04-22 00:19:53,0.0
2020-04-22 01:19:54,0.0
2020-04-22 02:19:55,0.0
2020-04-22 03:19:56,0.0
2020-04-22 04:19:55,0.0
2020-04-22 05:19:55,0.0
2020-04-22 06:19:55,0.0
2020-04-22 07:19:55,0.0
2020-04-22 08:19:56,0.0
2020-04-22 09:19:56,0.0
2020-04-22 10:19:55,0.0
2020-04-22 11:19:55,0.0
2020-04-22 12:19:55,0.0
2020-04-22 13:19:55,0.0
2020-04-22 14:19:56,0.0
2020-04-22 14:27:26,17.0659
2020-04-22 15:27:26,19.9401
2020-04-22 16:27:26,21.5569
2020-04-22 17:27:26,18.1437
2020-04-22 18:27:26,17.9641
2020-04-22 19:27:26,18.1437
2020-04-22 20:27:27,18.1437
2020-04-22 21:27:27,19.0419
2020-04-22 22:27:27,17.9641
2020-04-22 23:27:27,15.988
2020-04-23 00:27:26,19.5808
2020-04-23 01:27:26,17.7844
2020-04-23 02:27:26,19.5808
2020-04-23 03:27:26,15.6287
2020-04-23 04:27:27,24.7904
2020-04-23 05:27:27,22.8144
2020-04-23 06:27:26,20.1198
2020-04-23 07:27:25,19.5808
2020-04-23 08:27:26,6.8263
2020-04-23 09:27:28,26.4072
2020-04-23 11:27:25,22.6347
2020-04-23 12:27:25,19.7605
2020-04-23 13:27:27,19.7605
2020-04-23 14:27:28,20.1198
2020-04-23 15:27:27,19.7605
2020-04-23 16:27:26,17.9641
2020-04-23 17:27:26,21.5569
2020-04-23 18:27:27,18.1437
2020-04-23 19:27:28,1.7964
2020-04-23 20:27:27,19.9401
2020-04-23 21:27:27,16.8862
2020-04-23 22:27:28,17.9641
2020-04-23 23:27:26,17.7844
2020-04-24 00:27:27,17.9641
2020-04-24 01:27:28,18.6826
2020-04-24 02:27:28,24.7904
2020-04-24 03:27:28,21.7365
2020-04-24 04:27:28,19.4012
2020-04-24 05:27:28,24.7904
2020-04-24 06:27:29,21.1976
2020-04-24 07:27:27,21.3772
2020-04-24 08:27:27,17.9641
2020-04-24 09:27:27,14.3713
2020-04-24 10:27:27,19.9401
